"Source","InstalledOn","Description","InstalledBy"
"Server40","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server40","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server40","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server41","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server41","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server41","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server41","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server41","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server43","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server43","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server43","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server43","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server43","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server43","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server44","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server44","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server44","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server46","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server46","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server49","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server53","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server53","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server53","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server61","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server61","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server61","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server61","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server61","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server61","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server65","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server65","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server68","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server69","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server69","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server69","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server69","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server70","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server71","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server71","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server71","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server73","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server74","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server79","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server79","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server79","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server83","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server83","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server83","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server85","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server85","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server88","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server88","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server88","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server88","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server88","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server91","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server92","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server92","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server93","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server94","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server94","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server94","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server94","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server98","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server98","6/13/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server98","6/13/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server1","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server1","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server3","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server3","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server3","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server3","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server3","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server3","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server4","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server4","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server4","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server4","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server4","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server5","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server5","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server5","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server5","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server5","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server5","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server6","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server7","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server9","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server10","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server10","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server10","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server10","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server10","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server11","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server12","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server12","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server12","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server13","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server16","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server18","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server19","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server19","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server19","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server19","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server20","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server20","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server20","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server20","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server21","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server22","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server23","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server23","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server23","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server25","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server25","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server25","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server27","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server27","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server27","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server28","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server29","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server31","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server32","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server32","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server32","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server34","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server35","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server35","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server35","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server37","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server39","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server39","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server42","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server42","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server42","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server42","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server44","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server45","6/20/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server45","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server46","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server46","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server48","6/20/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
