"Source","InstalledOn","HotFixID","Description","InstalledBy"
"Server84","6/20/2020 12:00:00 AM","MSKB3450539","Security Update","NT AUTHORITY\SYSTEM"
"Server86","6/20/2020 12:00:00 AM","MSKB6884597","Security Update","NT AUTHORITY\SYSTEM"
"Server89","6/20/2020 12:00:00 AM","MSKB1465921","Security Update","NT AUTHORITY\SYSTEM"
"Server89","6/20/2020 12:00:00 AM","MSKB5754605","Security Update","NT AUTHORITY\SYSTEM"
"Server89","6/20/2020 12:00:00 AM","MSKB3631689","Update","NT AUTHORITY\SYSTEM"
"Server90","6/20/2020 12:00:00 AM","MSKB3261052","Update","NT AUTHORITY\SYSTEM"
"Server94","6/20/2020 12:00:00 AM","MSKB7179539","Security Update","NT AUTHORITY\SYSTEM"
"Server94","6/20/2020 12:00:00 AM","MSKB2381229","Security Update","NT AUTHORITY\SYSTEM"
"Server94","6/20/2020 12:00:00 AM","MSKB6759189","Security Update","NT AUTHORITY\SYSTEM"
"Server95","6/20/2020 12:00:00 AM","MSKB8319591","Update","NT AUTHORITY\SYSTEM"
"Server95","6/20/2020 12:00:00 AM","MSKB6794222","Update","NT AUTHORITY\SYSTEM"
"Server95","6/20/2020 12:00:00 AM","MSKB1414067","Security Update","NT AUTHORITY\SYSTEM"
"Server95","6/20/2020 12:00:00 AM","MSKB9648076","Update","NT AUTHORITY\SYSTEM"
"Server96","6/20/2020 12:00:00 AM","MSKB8341460","Security Update","NT AUTHORITY\SYSTEM"
"Server96","6/20/2020 12:00:00 AM","MSKB4451501","Update","NT AUTHORITY\SYSTEM"
"Server97","6/20/2020 12:00:00 AM","MSKB5094691","Update","NT AUTHORITY\SYSTEM"
"Server97","6/20/2020 12:00:00 AM","MSKB2509474","Update","NT AUTHORITY\SYSTEM"
"Server97","6/20/2020 12:00:00 AM","MSKB1286007","Update","NT AUTHORITY\SYSTEM"
"Server98","6/20/2020 12:00:00 AM","MSKB8947129","Security Update","NT AUTHORITY\SYSTEM"
"Server1","6/27/2020 12:00:00 AM","MSKB6377826","Security Update","NT AUTHORITY\SYSTEM"
"Server2","6/27/2020 12:00:00 AM","MSKB9129205","Security Update","NT AUTHORITY\SYSTEM"
"Server3","6/27/2020 12:00:00 AM","MSKB6820913","Update","NT AUTHORITY\SYSTEM"
"Server3","6/27/2020 12:00:00 AM","MSKB7950315","Update","NT AUTHORITY\SYSTEM"
"Server4","6/27/2020 12:00:00 AM","MSKB2383139","Update","NT AUTHORITY\SYSTEM"
"Server5","6/27/2020 12:00:00 AM","MSKB4274620","Security Update","NT AUTHORITY\SYSTEM"
"Server5","6/27/2020 12:00:00 AM","MSKB9233346","Update","NT AUTHORITY\SYSTEM"
"Server6","6/27/2020 12:00:00 AM","MSKB9739704","Update","NT AUTHORITY\SYSTEM"
"Server6","6/27/2020 12:00:00 AM","MSKB6991270","Security Update","NT AUTHORITY\SYSTEM"
"Server6","6/27/2020 12:00:00 AM","MSKB7736378","Update","NT AUTHORITY\SYSTEM"
"Server6","6/27/2020 12:00:00 AM","MSKB2540659","Update","NT AUTHORITY\SYSTEM"
"Server7","6/27/2020 12:00:00 AM","MSKB4681733","Update","NT AUTHORITY\SYSTEM"
"Server7","6/27/2020 12:00:00 AM","MSKB6871876","Update","NT AUTHORITY\SYSTEM"
"Server7","6/27/2020 12:00:00 AM","MSKB8262453","Update","NT AUTHORITY\SYSTEM"
"Server7","6/27/2020 12:00:00 AM","MSKB3203155","Update","NT AUTHORITY\SYSTEM"
"Server8","6/27/2020 12:00:00 AM","MSKB2886179","Update","NT AUTHORITY\SYSTEM"
"Server8","6/27/2020 12:00:00 AM","MSKB6960041","Security Update","NT AUTHORITY\SYSTEM"
"Server8","6/27/2020 12:00:00 AM","MSKB2585719","Update","NT AUTHORITY\SYSTEM"
"Server10","6/27/2020 12:00:00 AM","MSKB2293636","Security Update","NT AUTHORITY\SYSTEM"
"Server12","6/27/2020 12:00:00 AM","MSKB6117896","Security Update","NT AUTHORITY\SYSTEM"
"Server12","6/27/2020 12:00:00 AM","MSKB8141044","Update","NT AUTHORITY\SYSTEM"
"Server12","6/27/2020 12:00:00 AM","MSKB2129708","Security Update","NT AUTHORITY\SYSTEM"
"Server14","6/27/2020 12:00:00 AM","MSKB9849255","Security Update","NT AUTHORITY\SYSTEM"
"Server14","6/27/2020 12:00:00 AM","MSKB4181273","Update","NT AUTHORITY\SYSTEM"
"Server14","6/27/2020 12:00:00 AM","MSKB7213800","Security Update","NT AUTHORITY\SYSTEM"
"Server14","6/27/2020 12:00:00 AM","MSKB5340749","Security Update","NT AUTHORITY\SYSTEM"
"Server15","6/27/2020 12:00:00 AM","MSKB1783195","Update","NT AUTHORITY\SYSTEM"
"Server15","6/27/2020 12:00:00 AM","MSKB9846144","Security Update","NT AUTHORITY\SYSTEM"
"Server15","6/27/2020 12:00:00 AM","MSKB4411142","Update","NT AUTHORITY\SYSTEM"
"Server16","6/27/2020 12:00:00 AM","MSKB8815323","Security Update","NT AUTHORITY\SYSTEM"
"Server16","6/27/2020 12:00:00 AM","MSKB9875964","Update","NT AUTHORITY\SYSTEM"
"Server17","6/27/2020 12:00:00 AM","MSKB5235410","Security Update","NT AUTHORITY\SYSTEM"
"Server17","6/27/2020 12:00:00 AM","MSKB6903377","Security Update","NT AUTHORITY\SYSTEM"
"Server17","6/27/2020 12:00:00 AM","MSKB9734554","Update","NT AUTHORITY\SYSTEM"
"Server17","6/27/2020 12:00:00 AM","MSKB2706052","Update","NT AUTHORITY\SYSTEM"
"Server19","6/27/2020 12:00:00 AM","MSKB6931951","Update","NT AUTHORITY\SYSTEM"
"Server19","6/27/2020 12:00:00 AM","MSKB8971971","Security Update","NT AUTHORITY\SYSTEM"
"Server20","6/27/2020 12:00:00 AM","MSKB1341360","Update","NT AUTHORITY\SYSTEM"
"Server20","6/27/2020 12:00:00 AM","MSKB1654220","Update","NT AUTHORITY\SYSTEM"
"Server20","6/27/2020 12:00:00 AM","MSKB8187156","Update","NT AUTHORITY\SYSTEM"
"Server20","6/27/2020 12:00:00 AM","MSKB9736306","Update","NT AUTHORITY\SYSTEM"
"Server21","6/27/2020 12:00:00 AM","MSKB2310791","Update","NT AUTHORITY\SYSTEM"
"Server21","6/27/2020 12:00:00 AM","MSKB5920254","Update","NT AUTHORITY\SYSTEM"
"Server21","6/27/2020 12:00:00 AM","MSKB8659745","Update","NT AUTHORITY\SYSTEM"
"Server24","6/27/2020 12:00:00 AM","MSKB4909650","Update","NT AUTHORITY\SYSTEM"
"Server27","6/27/2020 12:00:00 AM","MSKB1383607","Update","NT AUTHORITY\SYSTEM"
"Server27","6/27/2020 12:00:00 AM","MSKB6368549","Update","NT AUTHORITY\SYSTEM"
"Server27","6/27/2020 12:00:00 AM","MSKB7931960","Update","NT AUTHORITY\SYSTEM"
"Server27","6/27/2020 12:00:00 AM","MSKB3537186","Update","NT AUTHORITY\SYSTEM"
"Server29","6/27/2020 12:00:00 AM","MSKB7912295","Update","NT AUTHORITY\SYSTEM"
"Server29","6/27/2020 12:00:00 AM","MSKB5071279","Update","NT AUTHORITY\SYSTEM"
"Server29","6/27/2020 12:00:00 AM","MSKB2077113","Security Update","NT AUTHORITY\SYSTEM"
"Server30","6/27/2020 12:00:00 AM","MSKB7208346","Update","NT AUTHORITY\SYSTEM"
"Server30","6/27/2020 12:00:00 AM","MSKB7828042","Update","NT AUTHORITY\SYSTEM"
"Server30","6/27/2020 12:00:00 AM","MSKB5444831","Security Update","NT AUTHORITY\SYSTEM"
"Server30","6/27/2020 12:00:00 AM","MSKB2602985","Update","NT AUTHORITY\SYSTEM"
"Server31","6/27/2020 12:00:00 AM","MSKB5768769","Update","NT AUTHORITY\SYSTEM"
"Server31","6/27/2020 12:00:00 AM","MSKB9217744","Security Update","NT AUTHORITY\SYSTEM"
"Server31","6/27/2020 12:00:00 AM","MSKB6445160","Security Update","NT AUTHORITY\SYSTEM"
"Server31","6/27/2020 12:00:00 AM","MSKB7920498","Update","NT AUTHORITY\SYSTEM"
"Server32","6/27/2020 12:00:00 AM","MSKB3033206","Security Update","NT AUTHORITY\SYSTEM"
"Server32","6/27/2020 12:00:00 AM","MSKB2471356","Security Update","NT AUTHORITY\SYSTEM"
"Server32","6/27/2020 12:00:00 AM","MSKB2606212","Update","NT AUTHORITY\SYSTEM"
"Server32","6/27/2020 12:00:00 AM","MSKB1314196","Update","NT AUTHORITY\SYSTEM"
"Server33","6/27/2020 12:00:00 AM","MSKB3448134","Security Update","NT AUTHORITY\SYSTEM"
"Server35","6/27/2020 12:00:00 AM","MSKB7727029","Update","NT AUTHORITY\SYSTEM"
"Server35","6/27/2020 12:00:00 AM","MSKB9640474","Security Update","NT AUTHORITY\SYSTEM"
"Server35","6/27/2020 12:00:00 AM","MSKB8156785","Update","NT AUTHORITY\SYSTEM"
"Server35","6/27/2020 12:00:00 AM","MSKB5280614","Security Update","NT AUTHORITY\SYSTEM"
"Server36","6/27/2020 12:00:00 AM","MSKB4631269","Security Update","NT AUTHORITY\SYSTEM"
"Server36","6/27/2020 12:00:00 AM","MSKB1773864","Security Update","NT AUTHORITY\SYSTEM"
"Server37","6/27/2020 12:00:00 AM","MSKB5130095","Security Update","NT AUTHORITY\SYSTEM"
"Server37","6/27/2020 12:00:00 AM","MSKB6045030","Update","NT AUTHORITY\SYSTEM"
"Server37","6/27/2020 12:00:00 AM","MSKB1999668","Security Update","NT AUTHORITY\SYSTEM"
"Server37","6/27/2020 12:00:00 AM","MSKB2852710","Update","NT AUTHORITY\SYSTEM"
"Server38","6/27/2020 12:00:00 AM","MSKB1658191","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/27/2020 12:00:00 AM","MSKB4080512","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/27/2020 12:00:00 AM","MSKB3744134","Security Update","NT AUTHORITY\SYSTEM"
"Server38","6/27/2020 12:00:00 AM","MSKB9860481","Security Update","NT AUTHORITY\SYSTEM"
"Server40","6/27/2020 12:00:00 AM","MSKB7703038","Security Update","NT AUTHORITY\SYSTEM"
"Server40","6/27/2020 12:00:00 AM","MSKB2075130","Update","NT AUTHORITY\SYSTEM"
"Server42","6/27/2020 12:00:00 AM","MSKB3760548","Update","NT AUTHORITY\SYSTEM"
"Server42","6/27/2020 12:00:00 AM","MSKB4846705","Update","NT AUTHORITY\SYSTEM"
"Server42","6/27/2020 12:00:00 AM","MSKB8523250","Security Update","NT AUTHORITY\SYSTEM"
"Server43","6/27/2020 12:00:00 AM","MSKB7008509","Update","NT AUTHORITY\SYSTEM"
"Server43","6/27/2020 12:00:00 AM","MSKB7362102","Update","NT AUTHORITY\SYSTEM"
"Server43","6/27/2020 12:00:00 AM","MSKB5427196","Update","NT AUTHORITY\SYSTEM"
"Server43","6/27/2020 12:00:00 AM","MSKB7975840","Update","NT AUTHORITY\SYSTEM"
"Server44","6/27/2020 12:00:00 AM","MSKB5551752","Security Update","NT AUTHORITY\SYSTEM"
"Server44","6/27/2020 12:00:00 AM","MSKB9081349","Security Update","NT AUTHORITY\SYSTEM"
"Server44","6/27/2020 12:00:00 AM","MSKB8945042","Update","NT AUTHORITY\SYSTEM"
"Server45","6/27/2020 12:00:00 AM","MSKB6109588","Update","NT AUTHORITY\SYSTEM"
"Server45","6/27/2020 12:00:00 AM","MSKB8980586","Update","NT AUTHORITY\SYSTEM"
"Server45","6/27/2020 12:00:00 AM","MSKB8764465","Update","NT AUTHORITY\SYSTEM"
"Server48","6/27/2020 12:00:00 AM","MSKB5954547","Update","NT AUTHORITY\SYSTEM"
"Server48","6/27/2020 12:00:00 AM","MSKB1640612","Update","NT AUTHORITY\SYSTEM"
"Server48","6/27/2020 12:00:00 AM","MSKB8970495","Update","NT AUTHORITY\SYSTEM"
"Server49","6/27/2020 12:00:00 AM","MSKB7154734","Update","NT AUTHORITY\SYSTEM"
"Server49","6/27/2020 12:00:00 AM","MSKB7961772","Security Update","NT AUTHORITY\SYSTEM"
"Server50","6/27/2020 12:00:00 AM","MSKB9425523","Update","NT AUTHORITY\SYSTEM"
"Server50","6/27/2020 12:00:00 AM","MSKB9041381","Security Update","NT AUTHORITY\SYSTEM"
"Server51","6/27/2020 12:00:00 AM","MSKB8004309","Update","NT AUTHORITY\SYSTEM"
"Server53","6/27/2020 12:00:00 AM","MSKB5825942","Security Update","NT AUTHORITY\SYSTEM"
"Server53","6/27/2020 12:00:00 AM","MSKB5308748","Security Update","NT AUTHORITY\SYSTEM"
"Server53","6/27/2020 12:00:00 AM","MSKB6373898","Security Update","NT AUTHORITY\SYSTEM"
"Server53","6/27/2020 12:00:00 AM","MSKB3824277","Security Update","NT AUTHORITY\SYSTEM"
"Server54","6/27/2020 12:00:00 AM","MSKB8046716","Security Update","NT AUTHORITY\SYSTEM"
"Server54","6/27/2020 12:00:00 AM","MSKB9651009","Update","NT AUTHORITY\SYSTEM"
"Server56","6/27/2020 12:00:00 AM","MSKB5222841","Update","NT AUTHORITY\SYSTEM"
"Server56","6/27/2020 12:00:00 AM","MSKB4320439","Security Update","NT AUTHORITY\SYSTEM"
"Server56","6/27/2020 12:00:00 AM","MSKB6958325","Security Update","NT AUTHORITY\SYSTEM"
"Server56","6/27/2020 12:00:00 AM","MSKB3406644","Security Update","NT AUTHORITY\SYSTEM"
"Server58","6/27/2020 12:00:00 AM","MSKB9829986","Update","NT AUTHORITY\SYSTEM"
"Server58","6/27/2020 12:00:00 AM","MSKB8675553","Update","NT AUTHORITY\SYSTEM"
"Server58","6/27/2020 12:00:00 AM","MSKB4580896","Security Update","NT AUTHORITY\SYSTEM"
"Server58","6/27/2020 12:00:00 AM","MSKB4718821","Update","NT AUTHORITY\SYSTEM"
"Server60","6/27/2020 12:00:00 AM","MSKB8176814","Security Update","NT AUTHORITY\SYSTEM"
"Server60","6/27/2020 12:00:00 AM","MSKB3187986","Security Update","NT AUTHORITY\SYSTEM"
"Server61","6/27/2020 12:00:00 AM","MSKB3666778","Update","NT AUTHORITY\SYSTEM"
"Server61","6/27/2020 12:00:00 AM","MSKB7425938","Update","NT AUTHORITY\SYSTEM"
"Server62","6/27/2020 12:00:00 AM","MSKB1144150","Update","NT AUTHORITY\SYSTEM"
"Server62","6/27/2020 12:00:00 AM","MSKB3899415","Update","NT AUTHORITY\SYSTEM"
"Server62","6/27/2020 12:00:00 AM","MSKB3113573","Update","NT AUTHORITY\SYSTEM"
"Server63","6/27/2020 12:00:00 AM","MSKB9757944","Security Update","NT AUTHORITY\SYSTEM"
"Server63","6/27/2020 12:00:00 AM","MSKB8353319","Security Update","NT AUTHORITY\SYSTEM"
"Server63","6/27/2020 12:00:00 AM","MSKB4871953","Security Update","NT AUTHORITY\SYSTEM"
"Server64","6/27/2020 12:00:00 AM","MSKB6842176","Security Update","NT AUTHORITY\SYSTEM"
"Server64","6/27/2020 12:00:00 AM","MSKB6321434","Update","NT AUTHORITY\SYSTEM"
"Server66","6/27/2020 12:00:00 AM","MSKB5875722","Update","NT AUTHORITY\SYSTEM"
"Server68","6/27/2020 12:00:00 AM","MSKB4318615","Security Update","NT AUTHORITY\SYSTEM"
"Server69","6/27/2020 12:00:00 AM","MSKB9454954","Security Update","NT AUTHORITY\SYSTEM"
"Server69","6/27/2020 12:00:00 AM","MSKB4734963","Update","NT AUTHORITY\SYSTEM"
"Server69","6/27/2020 12:00:00 AM","MSKB5547979","Update","NT AUTHORITY\SYSTEM"
"Server69","6/27/2020 12:00:00 AM","MSKB6551337","Security Update","NT AUTHORITY\SYSTEM"
"Server70","6/27/2020 12:00:00 AM","MSKB5008474","Update","NT AUTHORITY\SYSTEM"
"Server70","6/27/2020 12:00:00 AM","MSKB9498792","Update","NT AUTHORITY\SYSTEM"
"Server70","6/27/2020 12:00:00 AM","MSKB5662003","Update","NT AUTHORITY\SYSTEM"
"Server71","6/27/2020 12:00:00 AM","MSKB4473599","Update","NT AUTHORITY\SYSTEM"
"Server71","6/27/2020 12:00:00 AM","MSKB4478727","Security Update","NT AUTHORITY\SYSTEM"
"Server71","6/27/2020 12:00:00 AM","MSKB3365450","Security Update","NT AUTHORITY\SYSTEM"
"Server71","6/27/2020 12:00:00 AM","MSKB5275217","Security Update","NT AUTHORITY\SYSTEM"
"Server72","6/27/2020 12:00:00 AM","MSKB8323025","Update","NT AUTHORITY\SYSTEM"
"Server72","6/27/2020 12:00:00 AM","MSKB3088025","Update","NT AUTHORITY\SYSTEM"
"Server72","6/27/2020 12:00:00 AM","MSKB3736878","Update","NT AUTHORITY\SYSTEM"
"Server72","6/27/2020 12:00:00 AM","MSKB1184329","Update","NT AUTHORITY\SYSTEM"
"Server74","6/27/2020 12:00:00 AM","MSKB5265715","Update","NT AUTHORITY\SYSTEM"
"Server74","6/27/2020 12:00:00 AM","MSKB6410132","Update","NT AUTHORITY\SYSTEM"
"Server74","6/27/2020 12:00:00 AM","MSKB8147660","Security Update","NT AUTHORITY\SYSTEM"
"Server74","6/27/2020 12:00:00 AM","MSKB9802852","Security Update","NT AUTHORITY\SYSTEM"
"Server75","6/27/2020 12:00:00 AM","MSKB5130438","Update","NT AUTHORITY\SYSTEM"
"Server75","6/27/2020 12:00:00 AM","MSKB3960327","Update","NT AUTHORITY\SYSTEM"
"Server75","6/27/2020 12:00:00 AM","MSKB9027041","Security Update","NT AUTHORITY\SYSTEM"
"Server79","6/27/2020 12:00:00 AM","MSKB1325255","Update","NT AUTHORITY\SYSTEM"
"Server79","6/27/2020 12:00:00 AM","MSKB5946160","Update","NT AUTHORITY\SYSTEM"
"Server80","6/27/2020 12:00:00 AM","MSKB5780830","Security Update","NT AUTHORITY\SYSTEM"
"Server80","6/27/2020 12:00:00 AM","MSKB3565035","Update","NT AUTHORITY\SYSTEM"
"Server80","6/27/2020 12:00:00 AM","MSKB5266482","Update","NT AUTHORITY\SYSTEM"
"Server80","6/27/2020 12:00:00 AM","MSKB4213779","Security Update","NT AUTHORITY\SYSTEM"
"Server82","6/27/2020 12:00:00 AM","MSKB4411479","Update","NT AUTHORITY\SYSTEM"
"Server82","6/27/2020 12:00:00 AM","MSKB6551434","Update","NT AUTHORITY\SYSTEM"
"Server82","6/27/2020 12:00:00 AM","MSKB1331624","Update","NT AUTHORITY\SYSTEM"
"Server83","6/27/2020 12:00:00 AM","MSKB2035766","Update","NT AUTHORITY\SYSTEM"
"Server84","6/27/2020 12:00:00 AM","MSKB8287602","Security Update","NT AUTHORITY\SYSTEM"
"Server84","6/27/2020 12:00:00 AM","MSKB9928002","Security Update","NT AUTHORITY\SYSTEM"
"Server84","6/27/2020 12:00:00 AM","MSKB3514515","Update","NT AUTHORITY\SYSTEM"
"Server84","6/27/2020 12:00:00 AM","MSKB6258821","Update","NT AUTHORITY\SYSTEM"
"Server86","6/27/2020 12:00:00 AM","MSKB2735692","Update","NT AUTHORITY\SYSTEM"
"Server87","6/27/2020 12:00:00 AM","MSKB1378404","Security Update","NT AUTHORITY\SYSTEM"
"Server87","6/27/2020 12:00:00 AM","MSKB5495481","Update","NT AUTHORITY\SYSTEM"
"Server87","6/27/2020 12:00:00 AM","MSKB9764127","Security Update","NT AUTHORITY\SYSTEM"
"Server87","6/27/2020 12:00:00 AM","MSKB3746436","Update","NT AUTHORITY\SYSTEM"
"Server88","6/27/2020 12:00:00 AM","MSKB1294497","Update","NT AUTHORITY\SYSTEM"
"Server88","6/27/2020 12:00:00 AM","MSKB7286213","Security Update","NT AUTHORITY\SYSTEM"
"Server89","6/27/2020 12:00:00 AM","MSKB7441370","Security Update","NT AUTHORITY\SYSTEM"
"Server89","6/27/2020 12:00:00 AM","MSKB7648905","Update","NT AUTHORITY\SYSTEM"
"Server89","6/27/2020 12:00:00 AM","MSKB7028577","Update","NT AUTHORITY\SYSTEM"
"Server89","6/27/2020 12:00:00 AM","MSKB8064231","Security Update","NT AUTHORITY\SYSTEM"
"Server90","6/27/2020 12:00:00 AM","MSKB5339228","Update","NT AUTHORITY\SYSTEM"
"Server90","6/27/2020 12:00:00 AM","MSKB1007899","Update","NT AUTHORITY\SYSTEM"
"Server90","6/27/2020 12:00:00 AM","MSKB1950202","Security Update","NT AUTHORITY\SYSTEM"
"Server92","6/27/2020 12:00:00 AM","MSKB1280522","Security Update","NT AUTHORITY\SYSTEM"
"Server92","6/27/2020 12:00:00 AM","MSKB1014232","Security Update","NT AUTHORITY\SYSTEM"
"Server92","6/27/2020 12:00:00 AM","MSKB2067463","Update","NT AUTHORITY\SYSTEM"
"Server93","6/27/2020 12:00:00 AM","MSKB7208767","Security Update","NT AUTHORITY\SYSTEM"
"Server93","6/27/2020 12:00:00 AM","MSKB7328855","Update","NT AUTHORITY\SYSTEM"
"Server94","6/27/2020 12:00:00 AM","MSKB4377155","Update","NT AUTHORITY\SYSTEM"
"Server95","6/27/2020 12:00:00 AM","MSKB1592497","Update","NT AUTHORITY\SYSTEM"
"Server95","6/27/2020 12:00:00 AM","MSKB2649339","Security Update","NT AUTHORITY\SYSTEM"
"Server96","6/27/2020 12:00:00 AM","MSKB9750381","Update","NT AUTHORITY\SYSTEM"
"Server96","6/27/2020 12:00:00 AM","MSKB7928871","Update","NT AUTHORITY\SYSTEM"
"Server96","6/27/2020 12:00:00 AM","MSKB4516330","Update","NT AUTHORITY\SYSTEM"
"Server96","6/27/2020 12:00:00 AM","MSKB8853471","Security Update","NT AUTHORITY\SYSTEM"
"Server97","6/27/2020 12:00:00 AM","MSKB9427567","Security Update","NT AUTHORITY\SYSTEM"
"Server98","6/27/2020 12:00:00 AM","MSKB1561257","Security Update","NT AUTHORITY\SYSTEM"
"Server98","6/27/2020 12:00:00 AM","MSKB1076199","Security Update","NT AUTHORITY\SYSTEM"
"Server99","6/27/2020 12:00:00 AM","MSKB2261126","Security Update","NT AUTHORITY\SYSTEM"
"Server99","6/27/2020 12:00:00 AM","MSKB3587418","Update","NT AUTHORITY\SYSTEM"
"Server1","7/4/2020 12:00:00 AM","MSKB4553714","Update","NT AUTHORITY\SYSTEM"
"Server1","7/4/2020 12:00:00 AM","MSKB3617241","Security Update","NT AUTHORITY\SYSTEM"
"Server1","7/4/2020 12:00:00 AM","MSKB6301911","Update","NT AUTHORITY\SYSTEM"
"Server1","7/4/2020 12:00:00 AM","MSKB3644389","Security Update","NT AUTHORITY\SYSTEM"
"Server2","7/4/2020 12:00:00 AM","MSKB8347976","Security Update","NT AUTHORITY\SYSTEM"
"Server2","7/4/2020 12:00:00 AM","MSKB4610963","Update","NT AUTHORITY\SYSTEM"
"Server4","7/4/2020 12:00:00 AM","MSKB7553985","Update","NT AUTHORITY\SYSTEM"
"Server4","7/4/2020 12:00:00 AM","MSKB9837500","Security Update","NT AUTHORITY\SYSTEM"
"Server4","7/4/2020 12:00:00 AM","MSKB4053063","Security Update","NT AUTHORITY\SYSTEM"
"Server5","7/4/2020 12:00:00 AM","MSKB7445812","Update","NT AUTHORITY\SYSTEM"
"Server5","7/4/2020 12:00:00 AM","MSKB8506763","Update","NT AUTHORITY\SYSTEM"
"Server7","7/4/2020 12:00:00 AM","MSKB5381040","Update","NT AUTHORITY\SYSTEM"
"Server7","7/4/2020 12:00:00 AM","MSKB8149655","Update","NT AUTHORITY\SYSTEM"
"Server7","7/4/2020 12:00:00 AM","MSKB8150828","Update","NT AUTHORITY\SYSTEM"
"Server7","7/4/2020 12:00:00 AM","MSKB6163557","Security Update","NT AUTHORITY\SYSTEM"
"Server9","7/4/2020 12:00:00 AM","MSKB6606292","Update","NT AUTHORITY\SYSTEM"
"Server9","7/4/2020 12:00:00 AM","MSKB3287600","Update","NT AUTHORITY\SYSTEM"
"Server9","7/4/2020 12:00:00 AM","MSKB3374744","Update","NT AUTHORITY\SYSTEM"
"Server11","7/4/2020 12:00:00 AM","MSKB4760674","Security Update","NT AUTHORITY\SYSTEM"
"Server11","7/4/2020 12:00:00 AM","MSKB7222756","Security Update","NT AUTHORITY\SYSTEM"
"Server14","7/4/2020 12:00:00 AM","MSKB5176293","Security Update","NT AUTHORITY\SYSTEM"
"Server14","7/4/2020 12:00:00 AM","MSKB3603888","Security Update","NT AUTHORITY\SYSTEM"
"Server14","7/4/2020 12:00:00 AM","MSKB7862016","Security Update","NT AUTHORITY\SYSTEM"
"Server15","7/4/2020 12:00:00 AM","MSKB1812876","Update","NT AUTHORITY\SYSTEM"
"Server15","7/4/2020 12:00:00 AM","MSKB1068897","Security Update","NT AUTHORITY\SYSTEM"
"Server16","7/4/2020 12:00:00 AM","MSKB7413352","Update","NT AUTHORITY\SYSTEM"
"Server16","7/4/2020 12:00:00 AM","MSKB9353654","Security Update","NT AUTHORITY\SYSTEM"
"Server16","7/4/2020 12:00:00 AM","MSKB6794825","Update","NT AUTHORITY\SYSTEM"
"Server16","7/4/2020 12:00:00 AM","MSKB9037467","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/4/2020 12:00:00 AM","MSKB9421167","Update","NT AUTHORITY\SYSTEM"
"Server17","7/4/2020 12:00:00 AM","MSKB5845448","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/4/2020 12:00:00 AM","MSKB8744554","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/4/2020 12:00:00 AM","MSKB4452856","Update","NT AUTHORITY\SYSTEM"
"Server18","7/4/2020 12:00:00 AM","MSKB2156836","Update","NT AUTHORITY\SYSTEM"
"Server19","7/4/2020 12:00:00 AM","MSKB4303261","Security Update","NT AUTHORITY\SYSTEM"
"Server19","7/4/2020 12:00:00 AM","MSKB9766751","Security Update","NT AUTHORITY\SYSTEM"
"Server19","7/4/2020 12:00:00 AM","MSKB2067449","Security Update","NT AUTHORITY\SYSTEM"
"Server19","7/4/2020 12:00:00 AM","MSKB7536132","Security Update","NT AUTHORITY\SYSTEM"
"Server20","7/4/2020 12:00:00 AM","MSKB4962123","Update","NT AUTHORITY\SYSTEM"
"Server20","7/4/2020 12:00:00 AM","MSKB3740252","Update","NT AUTHORITY\SYSTEM"
"Server20","7/4/2020 12:00:00 AM","MSKB2461750","Security Update","NT AUTHORITY\SYSTEM"
"Server20","7/4/2020 12:00:00 AM","MSKB1793025","Update","NT AUTHORITY\SYSTEM"
"Server21","7/4/2020 12:00:00 AM","MSKB6949266","Update","NT AUTHORITY\SYSTEM"
"Server22","7/4/2020 12:00:00 AM","MSKB8187572","Update","NT AUTHORITY\SYSTEM"
"Server22","7/4/2020 12:00:00 AM","MSKB7125072","Update","NT AUTHORITY\SYSTEM"
"Server22","7/4/2020 12:00:00 AM","MSKB2441222","Update","NT AUTHORITY\SYSTEM"
"Server22","7/4/2020 12:00:00 AM","MSKB9146960","Update","NT AUTHORITY\SYSTEM"
"Server23","7/4/2020 12:00:00 AM","MSKB7208166","Update","NT AUTHORITY\SYSTEM"
"Server24","7/4/2020 12:00:00 AM","MSKB3552329","Update","NT AUTHORITY\SYSTEM"
"Server24","7/4/2020 12:00:00 AM","MSKB3162546","Update","NT AUTHORITY\SYSTEM"
"Server24","7/4/2020 12:00:00 AM","MSKB1550660","Update","NT AUTHORITY\SYSTEM"
"Server25","7/4/2020 12:00:00 AM","MSKB6242137","Update","NT AUTHORITY\SYSTEM"
"Server25","7/4/2020 12:00:00 AM","MSKB8814178","Update","NT AUTHORITY\SYSTEM"
"Server25","7/4/2020 12:00:00 AM","MSKB8601261","Security Update","NT AUTHORITY\SYSTEM"
"Server25","7/4/2020 12:00:00 AM","MSKB9070241","Security Update","NT AUTHORITY\SYSTEM"
"Server27","7/4/2020 12:00:00 AM","MSKB9871513","Update","NT AUTHORITY\SYSTEM"
"Server27","7/4/2020 12:00:00 AM","MSKB8813605","Update","NT AUTHORITY\SYSTEM"
"Server27","7/4/2020 12:00:00 AM","MSKB3173458","Update","NT AUTHORITY\SYSTEM"
