"Source","DateOffset","HotFixID","Description","InstalledBy"
"Server10","-161","MSKB8483028","Update","NT AUTHORITY\SYSTEM"
"Server10","-161","MSKB6846907","Update","NT AUTHORITY\SYSTEM"
"Server10","-161","MSKB8998019","Update","NT AUTHORITY\SYSTEM"
"Server10","-161","MSKB4268705","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-161","MSKB2889624","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-161","MSKB8560953","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-161","MSKB7677993","Update","NT AUTHORITY\SYSTEM"
"Server12","-161","MSKB2839430","Update","NT AUTHORITY\SYSTEM"
"Server12","-161","MSKB1794215","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-161","MSKB5050424","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-161","MSKB8622572","Update","NT AUTHORITY\SYSTEM"
"Server12","-161","MSKB5676568","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-161","MSKB3822055","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-161","MSKB3543222","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-161","MSKB3437272","Update","NT AUTHORITY\SYSTEM"
"Server15","-161","MSKB3754846","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-161","MSKB8698808","Update","NT AUTHORITY\SYSTEM"
"Server16","-161","MSKB4549445","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-161","MSKB5251910","Update","NT AUTHORITY\SYSTEM"
"Server16","-161","MSKB3998453","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-161","MSKB7961396","Update","NT AUTHORITY\SYSTEM"
"Server18","-161","MSKB2860977","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-161","MSKB6515898","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-161","MSKB6368788","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-161","MSKB8915554","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-161","MSKB3309009","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-161","MSKB9565115","Update","NT AUTHORITY\SYSTEM"
"Server20","-161","MSKB9144617","Update","NT AUTHORITY\SYSTEM"
"Server20","-161","MSKB3232129","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-161","MSKB5542545","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-161","MSKB3916014","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-161","MSKB7254013","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-161","MSKB4981717","Update","NT AUTHORITY\SYSTEM"
"Server26","-161","MSKB4911136","Security Update","NT AUTHORITY\SYSTEM"
"Server26","-161","MSKB3167018","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-161","MSKB6907909","Update","NT AUTHORITY\SYSTEM"
"Server28","-161","MSKB2919991","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-161","MSKB1177838","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-161","MSKB9304366","Update","NT AUTHORITY\SYSTEM"
"Server30","-161","MSKB1221587","Update","NT AUTHORITY\SYSTEM"
"Server32","-161","MSKB8147437","Update","NT AUTHORITY\SYSTEM"
"Server33","-161","MSKB9273528","Update","NT AUTHORITY\SYSTEM"
"Server33","-161","MSKB5936846","Update","NT AUTHORITY\SYSTEM"
"Server33","-161","MSKB7218092","Update","NT AUTHORITY\SYSTEM"
"Server33","-161","MSKB7687902","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-161","MSKB2372373","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-161","MSKB1963810","Update","NT AUTHORITY\SYSTEM"
"Server36","-161","MSKB1699518","Update","NT AUTHORITY\SYSTEM"
"Server36","-161","MSKB6414951","Update","NT AUTHORITY\SYSTEM"
"Server38","-161","MSKB8613646","Update","NT AUTHORITY\SYSTEM"
"Server40","-161","MSKB4047940","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-161","MSKB4467308","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB7339999","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB8342450","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB6100736","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB9816980","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB5643148","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB9028081","Update","NT AUTHORITY\SYSTEM"
"Server45","-161","MSKB4469756","Update","NT AUTHORITY\SYSTEM"
"Server46","-161","MSKB3368408","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-161","MSKB7140480","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-161","MSKB8349403","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-161","MSKB1242789","Update","NT AUTHORITY\SYSTEM"
"Server48","-161","MSKB5502169","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-161","MSKB7301261","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-161","MSKB8410554","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-161","MSKB6067365","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-161","MSKB5950622","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-161","MSKB4711900","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-161","MSKB1050205","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-161","MSKB2384904","Update","NT AUTHORITY\SYSTEM"
"Server51","-161","MSKB8252368","Update","NT AUTHORITY\SYSTEM"
"Server51","-161","MSKB2065636","Update","NT AUTHORITY\SYSTEM"
"Server55","-161","MSKB9769022","Security Update","NT AUTHORITY\SYSTEM"
"Server55","-161","MSKB9934457","Update","NT AUTHORITY\SYSTEM"
"Server56","-161","MSKB5570007","Update","NT AUTHORITY\SYSTEM"
"Server56","-161","MSKB3560038","Update","NT AUTHORITY\SYSTEM"
"Server56","-161","MSKB7661749","Update","NT AUTHORITY\SYSTEM"
"Server56","-161","MSKB2935234","Update","NT AUTHORITY\SYSTEM"
"Server56","-161","MSKB6329566","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-161","MSKB8334638","Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB3129695","Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB8360019","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB4038193","Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB2127926","Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB7618523","Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB6523878","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-161","MSKB5214364","Update","NT AUTHORITY\SYSTEM"
"Server58","-161","MSKB4625859","Update","NT AUTHORITY\SYSTEM"
"Server58","-161","MSKB3171501","Update","NT AUTHORITY\SYSTEM"
"Server58","-161","MSKB3620553","Update","NT AUTHORITY\SYSTEM"
"Server58","-161","MSKB3718162","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-161","MSKB9283658","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-161","MSKB3469922","Update","NT AUTHORITY\SYSTEM"
"Server60","-161","MSKB1875044","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-161","MSKB6551306","Update","NT AUTHORITY\SYSTEM"
"Server60","-161","MSKB9711325","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-161","MSKB8746285","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-161","MSKB7725382","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-161","MSKB9637806","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-161","MSKB2059574","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-161","MSKB8514775","Update","NT AUTHORITY\SYSTEM"
"Server62","-161","MSKB2558643","Update","NT AUTHORITY\SYSTEM"
"Server63","-161","MSKB1748811","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-161","MSKB9494393","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-161","MSKB1021574","Security Update","NT AUTHORITY\SYSTEM"
"Server66","-161","MSKB4290776","Update","NT AUTHORITY\SYSTEM"
"Server68","-161","MSKB6893500","Update","NT AUTHORITY\SYSTEM"
"Server69","-161","MSKB4151139","Update","NT AUTHORITY\SYSTEM"
"Server69","-161","MSKB3200115","Update","NT AUTHORITY\SYSTEM"
"Server69","-161","MSKB4351256","Update","NT AUTHORITY\SYSTEM"
"Server69","-161","MSKB1617702","Update","NT AUTHORITY\SYSTEM"
"Server76","-161","MSKB7001751","Update","NT AUTHORITY\SYSTEM"
"Server76","-161","MSKB1067464","Update","NT AUTHORITY\SYSTEM"
"Server76","-161","MSKB9613852","Update","NT AUTHORITY\SYSTEM"
"Server76","-161","MSKB7082055","Update","NT AUTHORITY\SYSTEM"
"Server76","-161","MSKB3530077","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-161","MSKB3135155","Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB1569540","Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB4603732","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB6826852","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB4946021","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB5111331","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB1581788","Update","NT AUTHORITY\SYSTEM"
"Server77","-161","MSKB5525726","Security Update","NT AUTHORITY\SYSTEM"
"Server80","-161","MSKB9584444","Security Update","NT AUTHORITY\SYSTEM"
"Server80","-161","MSKB2729775","Update","NT AUTHORITY\SYSTEM"
"Server81","-161","MSKB7867110","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-161","MSKB1826827","Update","NT AUTHORITY\SYSTEM"
"Server81","-161","MSKB7333879","Update","NT AUTHORITY\SYSTEM"
"Server81","-161","MSKB6296985","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-161","MSKB3581927","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-161","MSKB8640759","Update","NT AUTHORITY\SYSTEM"
"Server82","-161","MSKB2960457","Security Update","NT AUTHORITY\SYSTEM"
"Server82","-161","MSKB6421084","Update","NT AUTHORITY\SYSTEM"
"Server82","-161","MSKB5063384","Update","NT AUTHORITY\SYSTEM"
"Server82","-161","MSKB8066840","Update","NT AUTHORITY\SYSTEM"
"Server82","-161","MSKB7515188","Update","NT AUTHORITY\SYSTEM"
"Server82","-161","MSKB3241548","Security Update","NT AUTHORITY\SYSTEM"
"Server84","-161","MSKB9600746","Update","NT AUTHORITY\SYSTEM"
"Server84","-161","MSKB4939936","Update","NT AUTHORITY\SYSTEM"
"Server84","-161","MSKB9272183","Update","NT AUTHORITY\SYSTEM"
"Server84","-161","MSKB7965292","Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB8715506","Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB3985300","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB1738049","Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB5261259","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB1688507","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB4492918","Update","NT AUTHORITY\SYSTEM"
"Server85","-161","MSKB5171651","Update","NT AUTHORITY\SYSTEM"
"Server86","-161","MSKB5365267","Update","NT AUTHORITY\SYSTEM"
"Server87","-161","MSKB1361487","Update","NT AUTHORITY\SYSTEM"
"Server87","-161","MSKB7623404","Security Update","NT AUTHORITY\SYSTEM"
"Server87","-161","MSKB2517204","Security Update","NT AUTHORITY\SYSTEM"
"Server87","-161","MSKB5648482","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-161","MSKB5976904","Update","NT AUTHORITY\SYSTEM"
"Server88","-161","MSKB8806305","Update","NT AUTHORITY\SYSTEM"
"Server88","-161","MSKB3093203","Update","NT AUTHORITY\SYSTEM"
"Server88","-161","MSKB2569089","Update","NT AUTHORITY\SYSTEM"
"Server88","-161","MSKB1419522","Update","NT AUTHORITY\SYSTEM"
"Server90","-161","MSKB6113180","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-161","MSKB4778145","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-161","MSKB5734386","Update","NT AUTHORITY\SYSTEM"
"Server91","-161","MSKB7481825","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-161","MSKB4072198","Update","NT AUTHORITY\SYSTEM"
"Server91","-161","MSKB7418151","Update","NT AUTHORITY\SYSTEM"
"Server91","-161","MSKB4591201","Update","NT AUTHORITY\SYSTEM"
"Server91","-161","MSKB4699353","Update","NT AUTHORITY\SYSTEM"
"Server92","-161","MSKB2838620","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-161","MSKB1472726","Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB2236359","Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB8428940","Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB3995639","Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB6567557","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB8884259","Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB2219375","Update","NT AUTHORITY\SYSTEM"
"Server93","-161","MSKB7268975","Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB2032276","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB9774859","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB3643378","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB7715037","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB9259223","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB1471893","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-161","MSKB6530757","Update","NT AUTHORITY\SYSTEM"
"Server96","-161","MSKB1857753","Update","NT AUTHORITY\SYSTEM"
"Server96","-161","MSKB9271720","Update","NT AUTHORITY\SYSTEM"
"Server99","-161","MSKB5819743","Update","NT AUTHORITY\SYSTEM"
"Server99","-161","MSKB2166600","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-161","MSKB8924609","Update","NT AUTHORITY\SYSTEM"
"Server99","-161","MSKB7221826","Security Update","NT AUTHORITY\SYSTEM"
"Server0","-154","MSKB1105868","Update","NT AUTHORITY\SYSTEM"
"Server0","-154","MSKB6883313","Security Update","NT AUTHORITY\SYSTEM"
"Server0","-154","MSKB7437871","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-154","MSKB5240691","Update","NT AUTHORITY\SYSTEM"
"Server1","-154","MSKB8637616","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-154","MSKB5924347","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-154","MSKB1276998","Update","NT AUTHORITY\SYSTEM"
"Server4","-154","MSKB5352700","Update","NT AUTHORITY\SYSTEM"
"Server4","-154","MSKB5470810","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-154","MSKB7881575","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-154","MSKB6351638","Update","NT AUTHORITY\SYSTEM"
"Server6","-154","MSKB9952848","Update","NT AUTHORITY\SYSTEM"
"Server6","-154","MSKB6364567","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-154","MSKB8352396","Update","NT AUTHORITY\SYSTEM"
"Server6","-154","MSKB5602354","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-154","MSKB5513022","Update","NT AUTHORITY\SYSTEM"
"Server8","-154","MSKB6379217","Security Update","NT AUTHORITY\SYSTEM"
"Server8","-154","MSKB1759050","Update","NT AUTHORITY\SYSTEM"
"Server8","-154","MSKB5285364","Update","NT AUTHORITY\SYSTEM"
"Server8","-154","MSKB5627881","Security Update","NT AUTHORITY\SYSTEM"
"Server9","-154","MSKB4831573","Update","NT AUTHORITY\SYSTEM"
"Server9","-154","MSKB7007528","Update","NT AUTHORITY\SYSTEM"
"Server9","-154","MSKB9791658","Update","NT AUTHORITY\SYSTEM"
"Server9","-154","MSKB4314514","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-154","MSKB1481390","Update","NT AUTHORITY\SYSTEM"
"Server12","-154","MSKB9652178","Update","NT AUTHORITY\SYSTEM"
"Server12","-154","MSKB4486771","Update","NT AUTHORITY\SYSTEM"
"Server12","-154","MSKB8222326","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-154","MSKB3907363","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-154","MSKB5938057","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-154","MSKB3913421","Update","NT AUTHORITY\SYSTEM"
"Server14","-154","MSKB5738634","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-154","MSKB5101293","Update","NT AUTHORITY\SYSTEM"
"Server14","-154","MSKB4923529","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-154","MSKB2881656","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-154","MSKB2891291","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-154","MSKB2044736","Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB9744867","Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB4117555","Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB2319024","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB8897680","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB2609279","Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB2415042","Update","NT AUTHORITY\SYSTEM"
"Server15","-154","MSKB8633925","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB9818914","Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB9084514","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB7421873","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB6739276","Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB9299631","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB1298978","Update","NT AUTHORITY\SYSTEM"
"Server16","-154","MSKB3074909","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-154","MSKB6043558","Update","NT AUTHORITY\SYSTEM"
"Server18","-154","MSKB2369564","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-154","MSKB9026141","Update","NT AUTHORITY\SYSTEM"
"Server18","-154","MSKB7445462","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-154","MSKB2195143","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-154","MSKB3653046","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-154","MSKB9845068","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-154","MSKB9840869","Update","NT AUTHORITY\SYSTEM"
"Server21","-154","MSKB2043192","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-154","MSKB8524192","Security Update","NT AUTHORITY\SYSTEM"
"Server22","-154","MSKB5153414","Update","NT AUTHORITY\SYSTEM"
"Server22","-154","MSKB7454711","Update","NT AUTHORITY\SYSTEM"
"Server22","-154","MSKB1531210","Security Update","NT AUTHORITY\SYSTEM"
"Server22","-154","MSKB1125698","Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB8575877","Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB5384893","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB8805151","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB9911461","Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB3860813","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB9022391","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-154","MSKB5753627","Update","NT AUTHORITY\SYSTEM"
"Server25","-154","MSKB2442942","Update","NT AUTHORITY\SYSTEM"
"Server25","-154","MSKB5226886","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-154","MSKB4327142","Update","NT AUTHORITY\SYSTEM"
"Server26","-154","MSKB3774981","Update","NT AUTHORITY\SYSTEM"
"Server26","-154","MSKB1820041","Update","NT AUTHORITY\SYSTEM"
"Server26","-154","MSKB8081693","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB5780466","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB2914468","Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB9983925","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB7447768","Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB2987061","Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB2380122","Update","NT AUTHORITY\SYSTEM"
"Server27","-154","MSKB1100184","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-154","MSKB3933366","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-154","MSKB2456286","Update","NT AUTHORITY\SYSTEM"
"Server30","-154","MSKB9190652","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-154","MSKB2548898","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-154","MSKB8674535","Update","NT AUTHORITY\SYSTEM"
"Server32","-154","MSKB9569054","Update","NT AUTHORITY\SYSTEM"
"Server32","-154","MSKB7549744","Update","NT AUTHORITY\SYSTEM"
"Server33","-154","MSKB6330713","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-154","MSKB5397044","Update","NT AUTHORITY\SYSTEM"
"Server33","-154","MSKB2086583","Update","NT AUTHORITY\SYSTEM"
"Server33","-154","MSKB6020104","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-154","MSKB6241812","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-154","MSKB6814412","Update","NT AUTHORITY\SYSTEM"
"Server36","-154","MSKB4081485","Update","NT AUTHORITY\SYSTEM"
"Server36","-154","MSKB5650984","Update","NT AUTHORITY\SYSTEM"
"Server36","-154","MSKB7098396","Security Update","NT AUTHORITY\SYSTEM"
"Server38","-154","MSKB3538027","Security Update","NT AUTHORITY\SYSTEM"
"Server38","-154","MSKB9864979","Security Update","NT AUTHORITY\SYSTEM"
"Server38","-154","MSKB8297911","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-154","MSKB9308781","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-154","MSKB3829942","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-154","MSKB7120579","Update","NT AUTHORITY\SYSTEM"
"Server39","-154","MSKB5004045","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-154","MSKB2071852","Update","NT AUTHORITY\SYSTEM"
"Server42","-154","MSKB9040631","Update","NT AUTHORITY\SYSTEM"
"Server42","-154","MSKB6916781","Update","NT AUTHORITY\SYSTEM"
"Server42","-154","MSKB1916559","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-154","MSKB8789612","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-154","MSKB3342773","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-154","MSKB4891446","Update","NT AUTHORITY\SYSTEM"
"Server44","-154","MSKB6190388","Update","NT AUTHORITY\SYSTEM"
"Server44","-154","MSKB1465814","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-154","MSKB7697350","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-154","MSKB5023430","Update","NT AUTHORITY\SYSTEM"
"Server45","-154","MSKB2859226","Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB4406948","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB3037448","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB1253195","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB6956200","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB3709129","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB6114585","Update","NT AUTHORITY\SYSTEM"
"Server48","-154","MSKB2617927","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-154","MSKB4254215","Update","NT AUTHORITY\SYSTEM"
"Server49","-154","MSKB9795746","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-154","MSKB2722000","Update","NT AUTHORITY\SYSTEM"
"Server49","-154","MSKB2408650","Update","NT AUTHORITY\SYSTEM"
"Server50","-154","MSKB8395345","Update","NT AUTHORITY\SYSTEM"
"Server50","-154","MSKB6196502","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-154","MSKB2626932","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-154","MSKB5012612","Update","NT AUTHORITY\SYSTEM"
"Server51","-154","MSKB2046541","Update","NT AUTHORITY\SYSTEM"
"Server51","-154","MSKB2823777","Update","NT AUTHORITY\SYSTEM"
"Server51","-154","MSKB9758072","Update","NT AUTHORITY\SYSTEM"
"Server52","-154","MSKB6435683","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-154","MSKB7563386","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-154","MSKB7029298","Security Update","NT AUTHORITY\SYSTEM"
"Server55","-154","MSKB2826328","Update","NT AUTHORITY\SYSTEM"
"Server55","-154","MSKB1846468","Update","NT AUTHORITY\SYSTEM"
"Server55","-154","MSKB7979513","Security Update","NT AUTHORITY\SYSTEM"
"Server55","-154","MSKB5702405","Update","NT AUTHORITY\SYSTEM"
"Server55","-154","MSKB9247342","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB8924288","Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB4871562","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB4028562","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB1190505","Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB1467285","Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB9891496","Update","NT AUTHORITY\SYSTEM"
"Server56","-154","MSKB3285212","Update","NT AUTHORITY\SYSTEM"
"Server57","-154","MSKB5366649","Update","NT AUTHORITY\SYSTEM"
"Server57","-154","MSKB2644467","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-154","MSKB3314383","Update","NT AUTHORITY\SYSTEM"
"Server58","-154","MSKB3284490","Update","NT AUTHORITY\SYSTEM"
"Server58","-154","MSKB9565517","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-154","MSKB7610203","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-154","MSKB2527657","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-154","MSKB3750038","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-154","MSKB1429608","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-154","MSKB3751119","Update","NT AUTHORITY\SYSTEM"
"Server60","-154","MSKB4654346","Update","NT AUTHORITY\SYSTEM"
"Server62","-154","MSKB9968899","Update","NT AUTHORITY\SYSTEM"
"Server62","-154","MSKB4358688","Update","NT AUTHORITY\SYSTEM"
"Server62","-154","MSKB6860630","Update","NT AUTHORITY\SYSTEM"
"Server63","-154","MSKB9820749","Update","NT AUTHORITY\SYSTEM"
"Server63","-154","MSKB9267964","Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB4884416","Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB7688944","Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB9842934","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB6103837","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB3750454","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB8664176","Update","NT AUTHORITY\SYSTEM"
"Server64","-154","MSKB5602638","Update","NT AUTHORITY\SYSTEM"
"Server66","-154","MSKB7395834","Security Update","NT AUTHORITY\SYSTEM"
"Server66","-154","MSKB5319389","Security Update","NT AUTHORITY\SYSTEM"
